"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000237550",1394.93910826954,5.03896351456177,0.238562681943758,21.1221783453529,4.97473070247226e-99,9.0833607896441e-95
"ENSG00000130595",1049.83291794607,5.22371457127982,0.308633640803617,16.9252922580908,2.92889621230406e-64,2.67393579702299e-60
"ENSG00000184697",261.917076043603,-6.7018061520293,0.441132258244555,-15.1922831005343,3.97818734648005e-52,2.42125742531264e-48
"ENSG00000130513",108.274161388612,-4.8807685645367,0.38050928279322,-12.8269369112581,1.15854650843597e-37,5.28847517438309e-34
"ENSG00000092758",1348.24471509213,-2.74929951145393,0.219577323707578,-12.520871759578,5.74012029808984e-36,2.09617713045645e-32
"ENSG00000130656",2452.43739399733,-7.97971666717016,0.666206910353501,-11.977835328871,4.64288785736377e-33,1.41290815646009e-29
"ENSG00000239920",81.5537535186817,-5.26443964552579,0.448509344257973,-11.737636490574,8.17388910021784e-32,2.13210058686968e-28
"ENSG00000187773",452.196205921957,3.3621081217482,0.297545499153493,11.2994756476347,1.32003812069199e-29,3.01282200571439e-26
"ENSG00000198786",23209.1831752295,2.77744539615052,0.252990977059871,10.9784365767844,4.85248944796281e-28,9.8446227589281e-25
"ENSG00000198695",6601.95413124999,3.33717291542282,0.304779630581591,10.9494617768737,6.68436077761072e-28,1.22049743438394e-24
"ENSG00000010282",1194.90868549632,2.90182300113346,0.26679855276564,10.8764570536575,1.49251844453927e-27,2.47744493444023e-24
"ENSG00000144130",74.2023401133675,-6.28877484676436,0.589795936475625,-10.6626283055517,1.52233404787622e-26,2.31635811501433e-23
"ENSG00000196188",86.0191969017725,-6.46388221292162,0.608822204328563,-10.617027708525,2.48342956678967e-26,3.48807234307789e-23
"ENSG00000170323",295.215060436384,3.70152326502386,0.349270136025652,10.5978807897621,3.04808906547443e-26,3.97536130332126e-23
"ENSG00000004799",3688.97650144076,3.08650501149145,0.291511985782449,10.5879180343372,3.39048769918287e-26,4.12712765995867e-23
"ENSG00000164112",299.201601294564,3.22879070564402,0.308058112335053,10.4811091685594,1.05499091875959e-25,1.20394244910196e-22
"ENSG00000105610",130.429820357188,-3.86443732760234,0.370675954966826,-10.4253790293686,1.89900658036712e-25,2.03964477358372e-22
"ENSG00000117266",2049.97920781525,2.50003231744998,0.241102922350357,10.3691497932865,3.42558926820717e-25,3.47487969156637e-22
"ENSG00000197993",230.753935679804,-3.12067968996126,0.305136027859214,-10.2271754399356,1.49825551919854e-24,1.4398235539498e-21
"ENSG00000162444",457.181549908167,2.72809416781447,0.268701169150002,10.1528928081869,3.21684051166456e-24,2.93681454512416e-21
"ENSG00000117394",6420.17475912512,-2.4579730269999,0.24334133080379,-10.1009270347987,5.47224156018281e-24,4.75798374511324e-21
"ENSG00000135842",2543.15078672331,2.69925435864779,0.273201617004687,9.88008192719258,5.07913670970129e-23,4.21545259920163e-20
"ENSG00000149948",1091.87603036604,-2.58020624153914,0.264775390030101,-9.74488694453742,1.93994681506964e-22,1.5400647346242e-19
"ENSG00000160963",522.126692525012,-3.00431418944192,0.313034844309451,-9.59737947406265,8.20027424076199e-22,6.23870030675305e-19
"ENSG00000102683",206.477026267173,3.24500222208331,0.338703820068694,9.58064843031642,9.64375528440907e-22,7.04341310952101e-19
"ENSG00000187017",126.188147628999,-4.36933167416061,0.46257295175075,-9.44571371417963,3.52990388545406e-21,2.47894288632714e-18
"ENSG00000235997",216.488711266894,2.9222733230395,0.310295343833795,9.41771567350612,4.61008089548531e-21,3.11760989150616e-18
"ENSG00000188176",398.01861688375,-2.72851736569171,0.291250263069526,-9.3682915061964,7.37160585305964e-21,4.80707683110771e-18
"ENSG00000109158",98.7257694370329,5.49280997778616,0.587100038100215,9.35583311416608,8.29434354598838e-21,5.05126833879613e-18
"ENSG00000100292",392.071220851691,-2.8871876802633,0.308599712678082,-9.35576917816218,8.29936196746173e-21,5.05126833879613e-18
"ENSG00000272398",501.428611558904,-2.7477840375832,0.295831663563745,-9.28833649678314,1.56718439112926e-20,9.23071606375133e-18
"ENSG00000095637",4556.64101344584,1.97540072297824,0.213836156403073,9.23791727370315,2.51341717747872e-20,1.434140132612e-17
"ENSG00000163827",449.504857441011,2.60454562844656,0.282696076974381,9.21323584084469,3.164387666143e-20,1.75086528473046e-17
